sample_ID,site,timestamp,pCH4_uatm,CH4_uM,CH4_notes,pCO2_uatm,CO2_uM,CO2_notes,pN2O_uatm,N2O_uM,N2O_notes
SYCA.SS.20190416,SYCA,4/16/2019 16:20,62.41,0.116,,929,42.8,,0.4,0.014,
SYCA.SS.20190424,SYCA,4/24/2019 16:04,56.88,0.102,,2204,97,,0.426,0.014,
SYCA.SS.20190501,SYCA,5/1/2019 15:46,138.93,0.247,,3904,169.7,,0.419,0.014,
SYCA.SS.20190508,SYCA,5/8/2019 16:49,91.31,0.158,,4251,178.3,,0.001,0,BDL
SYCA.SS.20190528,SYCA,5/28/2019 18:30,144.4,0.242,,7079,285.1,,1.61,0.048,
SYCA.SS.20190618,SYCA,6/18/2019 16:10,256.6,0.428,,14151,565.5,,4.052,0.119,
SYCA.SS.20190709,SYCA,7/9/2019 18:00,156.41,0.252,,8744,335.4,,0.812,0.023,
SYCA.SS.20190716,SYCA,7/16/2019 18:00,132.96,0.208,,13587,499.3,,1.222,0.033,
SYCA.SS.20190827,SYCA,8/27/2019 17:51,512.54,0.83,,20672,795.9,,23.241,0.654,
SYCA.SS.20190910,SYCA,9/10/2019 16:58,607.39,0.974,,20209,768.8,,0.68,0.019,
SYCA.SS.20191001,SYCA,10/1/2019 16:00,270.74,0.45,,8659,344.8,,3.852,0.113,
SYCA.SS.20191119,SYCA,11/19/2019 17:31,450.73,0.79,,15985,681,,1.237,0.039,
SYCA.SS.20191202,SYCA,12/2/2019 17:50,25.63,0.054,,1244,67.4,,0.498,0.021,
SYCA.SS.20191210,SYCA,12/10/2019 16:15,19.07,0.041,,861,47.7,,0.231,0.01,
SYCA.SS.20191219,SYCA,12/19/2019 16:16,24.09,0.053,,2154,122.5,,0.477,0.021,
SYCA.SS.20200109,SYCA,1/9/2020 16:29,23.06,0.052,,1302,76.3,,0.398,0.018,
SYCA.SS.20200114,SYCA,1/14/2020 15:46,19.36,0.045,,1475,88.9,,0.422,0.02,
SYCA.SS.20200121,SYCA,1/21/2020 17:00,22.9,0.047,,1628,84.9,,0.359,0.014,
SYCA.SS.20200128,SYCA,1/28/2020 18:00,27.76,0.058,,1252,66.2,,0.502,0.02,
SYCA.SS.20200130,SYCA,1/30/2020 17:05,32.28,0.069,,1317,71.9,,0.612,0.026,
SYCA.SS.20200211,SYCA,2/11/2020 18:00,30.22,0.063,,966,51.2,,0.336,0.014,
SYCA.SS.20200217,SYCA,2/17/2020 17:30,22.17,0.047,,1284,69.1,,0.517,0.021,
SYCA.SS.20200219,SYCA,2/19/2020 17:04,28.38,0.059,,1574,82.5,,0.499,0.02,
SYCA.SS.20200303,SYCA,3/3/2020 17:25,17.56,0.035,,1424,70,,0.471,0.017,
SYCA.SS.20200310,SYCA,3/10/2020 16:01,34.38,0.067,,1495,72.7,,0.425,0.016,
SYCA.SS.20200317,SYCA,3/17/2020 18:25,7.93,0.015,,1449,69.5,,0.612,0.022,
SYCA.SS.20200914,SYCA,9/14/2020 18:14,664.16,1.033,,16267,596.8,,0.488,0.013,
TECR.SS.20181030,TECR,10/30/2018 17:37,0.01,0,BDL,639,48.9,,0.297,0.018,
TECR.SS.20181112,TECR,11/12/2018 18:40,2.21,0.007,,677,55.4,,0.275,0.018,
TECR.SS.20181211,TECR,12/11/2018 20:25,0.61,0.002,,726,60.8,,0.403,0.027,
TECR.SS.20190122,TECR,1/22/2019 18:49,0.81,0.003,,375,32.7,,0.161,0.011,
TECR.SS.20190319,TECR,3/19/2019 18:00,0.01,0,BDL,598,49.1,,0.202,0.013,
TECR.SS.20190416,TECR,4/16/2019 20:38,0.01,0,BDL,1065,40.9,,0.695,0.019,
TECR.SS.20190423,TECR,4/23/2019 20:21,1,0.003,,481,34.1,,0.295,0.016,
TECR.SS.20190502,TECR,5/2/2019 17:10,0.01,0,BDL,308,24.6,,0.301,0.019,
TECR.SS.20190508,TECR,5/8/2019 18:15,0.56,0.002,,400,30.3,,0.295,0.017,
TECR.SS.20190513,TECR,5/13/2019 18:23,0.01,0,BDL,640,47,,0.32,0.018,
TECR.SS.20190515,TECR,5/15/2019 16:41,0.01,0,BDL,377,29.4,,0.342,0.021,
TECR.SS.20190520,TECR,5/20/2019 20:37,0.01,0,BDL,884,71.2,,0.404,0.026,
TECR.SS.20190529,TECR,5/29/2019 19:05,0.01,0,BDL,584,43,,0.318,0.018,
TECR.SS.20190605,TECR,6/5/2019 18:00,0.01,0,BDL,539,38.5,,0.326,0.018,
TECR.SS.20190610,TECR,6/10/2019 20:00,0.01,0,BDL,649,43.6,,0.001,0,BDL
TECR.SS.20190611,TECR,6/11/2019 21:35,0.01,0,BDL,421,26.5,,0.246,0.012,
TECR.SS.20190618,TECR,6/18/2019 18:50,1.11,0.003,,843,55.6,,0.355,0.018,
TECR.SS.20190626,TECR,6/26/2019 16:15,5.89,0.016,,725,50.5,,0.328,0.018,
TECR.SS.20190710,TECR,7/10/2019 17:22,15.61,0.04,,642,42.3,,0.456,0.023,
TECR.SS.20190717,TECR,7/17/2019 16:05,10.38,0.027,,582,38.6,,0.359,0.018,
TECR.SS.20190731,TECR,7/31/2019 19:23,13.42,0.033,,765,47.4,,0.16,0.008,
TECR.SS.20190807,TECR,8/7/2019 17:42,14.72,0.036,,965,60.7,,0.29,0.014,
TECR.SS.20190820,TECR,8/20/2019 15:48,20.47,0.052,,639,41.6,,0.321,0.016,
TECR.SS.20191001,TECR,10/1/2019 18:29,11.56,0.034,,464,36.3,,0.257,0.016,
TECR.SS.20191008,TECR,10/8/2019 15:27,10.75,0.03,,404,29.6,,0.193,0.011,
TECR.SS.20191029,TECR,10/29/2019 18:20,3.38,0.01,,378,30,,0.183,0.011,
TECR.SS.20191113,TECR,11/13/2019 17:25,5.06,0.015,,473,36.6,,0.202,0.012,
TECR.SS.20200108,TECR,1/8/2020 16:22,0.01,0,BDL,354,31.2,,0.165,0.012,
TECR.SS.20200219,TECR,2/19/2020 17:30,0.01,0,BDL,338,28.7,,0.169,0.011,
TECR.SS.20200303,TECR,3/3/2020 19:01,1.85,0.006,,871,72.5,,0.403,0.027,
TOMB.C0.20161109,TOMB,11/9/2016 19:58,155.09,0.227,,2286,79.8,,5.332,0.136,
TOMB.C0.20161122,TOMB,11/22/2016 14:34,85.15,0.136,,2137,83.4,,1.361,0.039,
TOMB.C0.20161213,TOMB,12/13/2016 14:10,47.98,0.086,,1303,58.5,,0.394,0.013,
TOMB.C0.20170112,TOMB,1/12/2017 14:32,57.88,0.111,,1104,54,,0.705,0.026,
TOMB.C0.20170124,TOMB,1/24/2017 15:10,186.37,0.334,,2132,95.7,,0.911,0.031,
TOMB.C0.20170201,TOMB,2/1/2017 15:10,80.71,0.149,,2099,97.7,,0.491,0.017,
TOMB.C0.20170215,TOMB,2/15/2017 14:54,117.61,0.214,,1991,91.2,,1.285,0.045,
TOMB.C0.20170302,TOMB,3/2/2017 17:45,116.95,0.198,,1800,75.3,,0.964,0.03,
TOMB.C0.20170307,TOMB,3/7/2017 15:22,165.19,0.283,,2141,91.2,,0.981,0.031,
TOMB.C0.20170322,TOMB,3/22/2017 14:01,134.25,0.237,,2204,97.1,,0.91,0.03,
TOMB.C0.20170411,TOMB,4/11/2017 14:14,175.17,0.281,,6718,263.3,,1.508,0.044,
TOMB.C0.20170420,TOMB,4/20/2017 14:28,5.29,0.008,,1760,62.6,,0.672,0.018,
TOMB.C0.20170425,TOMB,4/25/2017 11:18,105.82,0.156,,4301,150.8,,1.387,0.036,
TOMB.C0.20170427,TOMB,4/27/2017 9:03,66.13,0.098,,4045,142,,1.598,0.041,
TOMB.C0.20170502,TOMB,5/2/2017 9:15,219.59,0.323,,4682,163.8,,1.759,0.045,
TOMB.C0.20170516,TOMB,5/16/2017 9:05,119.65,0.169,,1823,60.9,,0.909,0.022,
TOMB.C0.20170523,TOMB,5/23/2017 9:46,190.46,0.266,,2456,80.2,,1.006,0.024,
TOMB.C0.20170613,TOMB,6/13/2017 14:16,137,0.183,,3034,94.5,,1.059,0.024,
TOMB.C0.20170621,TOMB,6/21/2017 13:03,137.52,0.183,,4919,151.8,,1.459,0.032,
TOMB.C0.20170706,TOMB,7/6/2017 16:39,199.5,0.268,,5378,168.2,,0.904,0.02,
TOMB.C0.20170726,TOMB,7/26/2017 15:09,270.5,0.339,,3794,108.6,,1.215,0.025,
TOMB.C0.20170802,TOMB,8/2/2017 16:32,257.39,0.317,,3412,95.6,,2.117,0.042,
TOMB.C0.20170815,TOMB,8/15/2017 17:28,78.42,0.097,,1528,43,,0.629,0.013,
TOMB.C0.20170914,TOMB,9/14/2017 15:32,259.33,0.352,,2625,83,,1.297,0.03,
TOMB.C0.20171025,TOMB,10/25/2017 16:04,60.39,0.087,,2348,80.7,,0.529,0.013,
TOMB.C0.20171102,TOMB,11/2/2017 15:47,25.33,0.039,,1809,68,,0.319,0.009,
TOMB.C0.20171121,TOMB,11/21/2017 17:47,21.83,0.035,,1974,78.5,,0.67,0.02,
TOMB.C0.20171205,TOMB,12/5/2017 17:00,23.75,0.041,,2033,86.4,,0.433,0.014,
TOMB.C0.20171213,TOMB,12/13/2017 17:50,30.94,0.058,,1163,54.8,,0.624,0.022,
TOMB.C0.20180109,TOMB,1/9/2018 17:23,46.48,0.096,,1238,67,,0.479,0.02,
TOMB.C0.20180124,TOMB,1/24/2018 15:22,22.8,0.048,,1025,56.9,,0.31,0.013,
TOMB.C0.20180129,TOMB,1/29/2018 18:46,39.49,0.08,,1238,65.4,,0.422,0.017,
TOMB.C0.20180219,TOMB,2/19/2018 17:48,47.59,0.087,,3343,153.5,,0.57,0.02,
TOMB.C0.20180222,TOMB,2/22/2018 17:25,87.72,0.153,,2472,107.4,,0.643,0.021,
TOMB.C0.20180301,TOMB,3/1/2018 16:45,58.94,0.1,,2346,98.2,,0.671,0.021,
TOMB.C0.20180307,TOMB,3/7/2018 14:43,59.47,0.102,,1921,82,,0.525,0.017,
TOMB.C0.20180321,TOMB,3/21/2018 17:26,100.45,0.176,,1763,77.2,,0.428,0.014,
TOMB.C0.20180327,TOMB,3/27/2018 15:20,32.93,0.056,,1657,69.6,,0.579,0.018,
TOMB.C0.20180410,TOMB,4/10/2018 15:47,34.19,0.057,,1855,76.6,,0.491,0.015,
TOMB.C0.20180412,TOMB,4/12/2018 16:03,52.31,0.087,,2107,86.8,,0.772,0.024,
TOMB.C0.20180417,TOMB,4/17/2018 15:17,116.48,0.196,,1992,82.6,,0.001,0,BDL
TOMB.C0.20180425,TOMB,4/25/2018 15:42,87.95,0.146,,2931,119.3,,10.057,0.305,
TOMB.C0.20180508,TOMB,5/8/2018 15:45,96.72,0.145,,3102,111.8,,3.157,0.084,
TOMB.C0.20180515,TOMB,5/15/2018 15:31,152.03,0.215,,3668,122.2,,1.571,0.038,
TOMB.C0.20180619,TOMB,6/19/2018 16:14,117.34,0.155,,6363,194.9,,5.365,0.118,
TOMB.C0.20180716,TOMB,7/16/2018 18:15,189.03,0.231,,2119,58.6,,1.085,0.021,
TOMB.C0.20180724,TOMB,7/24/2018 16:20,196.1,0.243,,2032,57.2,,1.506,0.03,
TOMB.C0.20180816,TOMB,8/16/2018 16:15,78.22,0.096,,2105,58.7,,1.602,0.032,
TOMB.C0.20180821,TOMB,8/21/2018 15:06,266.38,0.333,,4348,124.2,,1.18,0.024,
TOMB.C0.20180918,TOMB,9/18/2018 13:40,176.57,0.227,,5411,159.8,,1.139,0.024,
TOMB.C0.20181016,TOMB,10/16/2018 14:00,133.49,0.179,,4048,126.1,,0.163,0.004,
TOMB.C0.20181108,TOMB,11/8/2018 16:15,67.98,0.105,,2467,92.2,,0.497,0.014,
TOMB.C0.20181119,TOMB,11/19/2018 16:20,87.7,0.16,,1986,91.3,,1.379,0.048,
TOMB.C0.20181217,TOMB,12/17/2018 16:57,90.75,0.181,,1782,91.8,,0.456,0.018,
TOMB.C0.20181218,TOMB,12/18/2018 16:35,77.68,0.155,,1941,99.7,,0.169,0.007,
TOMB.C0.20190116,TOMB,1/16/2019 17:00,107.42,0.207,,1809,89.5,,0.452,0.017,
TOMB.C0.20190122,TOMB,1/22/2019 17:00,69.09,0.136,,1038,52.7,,0.41,0.016,
TOMB.C0.20190130,TOMB,1/30/2019 16:00,75.67,0.153,,1443,75.4,,0.67,0.027,
TOMB.C0.20190207,TOMB,2/7/2019 17:03,59.26,0.114,,1431,70.7,,0.43,0.016,
TOMB.C0.20190212,TOMB,2/12/2019 15:30,39.9,0.076,,1591,76.9,,0.417,0.015,
TOMB.C0.20190314,TOMB,3/14/2019 16:20,98.09,0.178,,2288,104.7,,0.561,0.019,
TOMB.C0.20190318,TOMB,3/18/2019 15:50,97.84,0.171,,2102,91.6,,0.594,0.02,
TOMB.C0.20190320,TOMB,3/20/2019 18:25,162.81,0.288,,2034,90.1,,0.609,0.02,
TOMB.C0.20190401,TOMB,4/1/2019 16:30,96.75,0.161,,2198,90.5,,0.254,0.008,
TOMB.C0.20190403,TOMB,4/3/2019 15:45,101.84,0.168,,2601,105.9,,0.737,0.022,
TOMB.C0.20190409,TOMB,4/9/2019 15:27,169.85,0.278,,2058,82.4,,0.718,0.021,
TOMB.C0.20190415,TOMB,4/15/2019 16:15,137.48,0.216,,3548,135.3,,0.543,0.015,
TOMB.C0.20190425,TOMB,4/25/2019 16:02,92.75,0.153,,4556,184.7,,0.842,0.025,
TOMB.C0.20190507,TOMB,5/7/2019 16:25,87.99,0.13,,3334,117.4,,0.796,0.021,
TOMB.C0.20190521,TOMB,5/21/2019 15:59,91.44,0.133,,4695,161.5,,1.273,0.032,
TOMB.C0.20190611,TOMB,6/11/2019 16:22,104.46,0.135,,2116,62.8,,0.559,0.012,
TOMB.C0.20190709,TOMB,7/9/2019 15:30,319.24,0.39,,2600,72,,1.073,0.021,
TOMB.C0.20190715,TOMB,7/15/2019 16:37,161.21,0.199,,3067,86.4,,1.17,0.024,
TOMB.C0.20190813,TOMB,8/13/2019 15:00,222.12,0.271,,3033,83.9,,1.802,0.035,
TOMB.C0.20190819,TOMB,8/19/2019 16:00,172.93,0.212,,1598,44.4,,1.414,0.028,
TOMB.C0.20190910,TOMB,9/10/2019 15:36,216.16,0.268,,1157,32.7,,0.916,0.019,
TOMB.C0.20191008,TOMB,10/8/2019 16:24,92.81,0.12,,2653,79.1,,1.03,0.022,
TOMB.C0.20191106,TOMB,11/6/2019 18:58,71.59,0.124,,2880,123.7,,0.614,0.02,
TOMB.C0.20191111,TOMB,11/11/2019 18:01,64.69,0.113,,2729,119.2,,1.329,0.044,
TOMB.C0.20191209,TOMB,12/9/2019 17:08,108.76,0.199,,1928,89,,0.894,0.031,
TOMB.C0.20191216,TOMB,12/16/2019 17:30,63.57,0.12,,2035,97.3,,0.593,0.022,
TOMB.C0.20200130,TOMB,1/30/2020 16:38,111.16,0.216,,1998,99.4,,0.711,0.027,
TOMB.C0.20200203,TOMB,2/3/2020 17:20,84.78,0.163,,2299,113.4,,1.093,0.041,
TOMB.C0.20200212,TOMB,2/12/2020 16:28,103.37,0.194,,3334,158.4,,0.849,0.031,
TOMB.C0.20200303,TOMB,3/3/2020 16:47,149.88,0.282,,4032,192.7,,0.733,0.027,
TOMB.C0.20200304,TOMB,3/4/2020 16:40,216.73,0.406,,2731,129.6,,0.665,0.024,
TOMB.C0.20200319,TOMB,3/19/2020 15:43,110.35,0.181,,6608,266.9,,1.628,0.049,
TOMB.C0.20200714,TOMB,7/14/2020 18:20,101.79,0.131,,4873,144.3,,2.214,0.047,
TOMB.C0.20200720,TOMB,7/20/2020 16:21,6.94,0.009,,2786,77.4,,1.114,0.022,
TOMB.C0.20200806,TOMB,8/6/2020 15:15,5.99,0.007,,1912,54,,0.504,0.01,
TOMB.C0.20200812,TOMB,8/12/2020 15:05,70.24,0.086,,4315,120.6,,1.247,0.025,
TOMB.C0.20200817,TOMB,8/17/2020 16:25,121.76,0.149,,2580,71.8,,1.264,0.025,
TOMB.C0.20200909,TOMB,9/9/2020 14:48,21.9,0.028,,2070,60,,0.955,0.02,
TOMB.C0.20200921,TOMB,9/21/2020 15:22,52.7,0.07,,2970,92,,1.558,0.035,
TOOK.C0.20160910,TOOK,9/10/2016 23:59,33.96,0.079,,789,48.2,,1.071,0.051,
TOOK.C0.20161107,TOOK,11/7/2016 22:30,24.68,0.067,,1001,73.7,,0.626,0.037,
TOOK.C0.20161206,TOOK,12/6/2016 20:15,27.96,0.077,,675,51.1,,0.649,0.039,
TOOK.C0.20170110,TOOK,1/10/2017 19:37,27.25,0.075,,860,65.2,,0.338,0.02,
TOOK.C0.20170207,TOOK,2/7/2017 12:00,21.56,0.059,,1253,93.1,,0.428,0.025,
TOOK.C0.20170307,TOOK,3/7/2017 20:00,8.62,0.023,,1366,100.3,,0.478,0.028,
TOOK.C0.20170403,TOOK,4/3/2017 10:40,4.53,0.012,,1523,113.2,,0.442,0.026,
TOOK.C0.20170429,TOOK,4/29/2017 16:10,11.77,0.032,,1304,97.9,,0.345,0.021,
TOOK.C0.20170905,TOOK,9/6/2017 0:00,37.9,0.087,,745,44.4,,0.842,0.039,
TOOK.C0.20171107,TOOK,11/7/2017 19:30,26.8,0.073,,621,46.1,,0.664,0.039,
TOOK.C0.20171205,TOOK,12/5/2017 20:00,29.29,0.081,,701,53.1,,0.587,0.035,
TOOK.C0.20180109,TOOK,1/9/2018 20:01,0.67,0.002,,484,36.7,,0.433,0.026,
TOOK.C0.20180213,TOOK,2/13/2018 19:20,7.3,0.02,,1331,99,,0.577,0.034,
TOOK.C0.20180306,TOOK,3/6/2018 19:30,8.87,0.024,,1554,115.4,,0.365,0.022,
TOOK.C0.20180403,TOOK,4/3/2018 18:12,6.69,0.018,,1114,81.1,,0.377,0.022,
TOOK.C0.20180501,TOOK,5/1/2018 22:04,5.3,0.015,,1707,128,,0.951,0.057,
TOOK.C0.20180605,TOOK,6/5/2018 19:20,12.19,0.031,,477,32.5,,0.181,0.01,
TOOK.C0.20180904,TOOK,9/4/2018 18:58,38.49,0.091,,1067,66.7,,0.474,0.023,
TOOK.C0.20181002,TOOK,10/2/2018 20:23,14.31,0.037,,592,41.3,,0.439,0.024,
TOOK.C0.20181106,TOOK,11/6/2018 20:05,22.97,0.062,,899,66.9,,0.549,0.032,
TOOK.C0.20190205,TOOK,2/5/2019 20:58,13.33,0.037,,1060,81.4,,0.38,0.023,
TOOK.C0.20190305,TOOK,3/5/2019 19:09,8.38,0.023,,1405,105.9,,0.722,0.043,
TOOK.C0.20190402,TOOK,4/2/2019 19:35,6.75,0.018,,1169,86.2,,0.378,0.022,
TOOK.C0.20190507,TOOK,5/7/2019 19:44,10.26,0.028,,1622,119,,0.497,0.029,
TOOK.C0.20191001,TOOK,10/1/2019 19:28,11.81,0.031,,880,61.3,,0.282,0.016,
TOOK.C0.20191105,TOOK,11/5/2019 19:42,19.66,0.053,,556,41,,0.304,0.018,
TOOK.C0.20191203,TOOK,12/3/2019 19:27,29.54,0.081,,869,65.5,,0.4,0.024,
TOOK.C0.20200204,TOOK,2/4/2020 19:23,14.87,0.042,,1540,120.3,,0.528,0.033,
TOOK.C1.20170627,TOOK,6/27/2017 18:22,38.22,0.079,,829,43.3,,0.53,0.021,
TOOK.C1.20170704,TOOK,7/5/2017 1:22,31.71,0.062,,1039,51.1,,0.538,0.02,
TOOK.C1.20170802,TOOK,8/2/2017 23:53,37.07,0.075,,981,49.9,,0.475,0.018,
TOOK.C1.20180703,TOOK,7/3/2018 18:06,54.77,0.113,,981,51.7,,0.533,0.021,
TOOK.C1.20180807,TOOK,8/7/2018 18:34,75.28,0.16,,615,33.4,,0.337,0.014,
TOOK.C1.20190604,TOOK,6/4/2019 19:00,118.53,0.283,,1282,80.9,,0.452,0.022,
TOOK.C1.20190611,TOOK,6/11/2019 18:10,62.13,0.136,,819,46.1,,0.376,0.016,
TOOK.C1.20190709,TOOK,7/9/2019 19:09,40.14,0.072,,794,34.8,,0.517,0.017,
TOOK.C1.20190806,TOOK,8/7/2019 6:45,54.24,0.111,,662,34.3,,0.279,0.011,
TOOK.C1.20190903,TOOK,9/3/2019 21:40,47.21,0.109,,737,44.5,,0.126,0.006,
TOOK.C1.20200625,TOOK,6/25/2020 22:15,62.39,0.133,,921,51.2,,0.393,0.017,
TOOK.C1.20200707,TOOK,7/7/2020 19:30,28.55,0.056,,700,34.2,,0.414,0.015,
TOOK.C1.20200810,TOOK,8/10/2020 18:30,62.7,0.13,,558,29.3,,0.272,0.011,
TOOK.C2.20170627,TOOK,6/27/2017 19:48,89.62,0.212,,1927,120,,0.5,0.024,
TOOK.C2.20170704,TOOK,7/5/2017 2:04,77.9,0.184,,1923,120,,0.452,0.022,
TOOK.C2.20170802,TOOK,8/2/2017 23:55,45.49,0.093,,1514,78.1,,0.417,0.016,
TOOK.C2.20190806,TOOK,8/6/2019 18:20,21.27,0.05,,2513,155.7,,0.381,0.018,
TOOK.C2.20200625,TOOK,6/26/2020 0:45,70.76,0.17,,1677,108.4,,0.384,0.02,
TOOK.C2.20200707,TOOK,7/7/2020 19:30,67.08,0.165,,2581,169.3,,0.587,0.03,
TOOK.C2.20200810,TOOK,8/10/2020 17:45,21.93,0.045,,3563,187.4,,0.512,0.021,
TOOK.IN.20160910,TOOK,9/10/2016 19:18,69.6,0.172,,845,55.7,,0.555,0.029,
TOOK.IN.20170606,TOOK,6/6/2017 22:48,34.43,0.079,,811,48.8,,0.893,0.042,
TOOK.IN.20170627,TOOK,6/28/2017 0:11,24.74,0.048,,1602,77.9,,0.509,0.019,
TOOK.IN.20170704,TOOK,7/4/2017 19:48,16.95,0.035,,1960,101.2,,0.495,0.019,
TOOK.IN.20170802,TOOK,8/2/2017 22:43,37.64,0.079,,1348,71.7,,0.443,0.018,
TOOK.IN.20170905,TOOK,9/6/2017 7:45,33.23,0.083,,2191,146,,0.633,0.033,
TOOK.IN.20180605,TOOK,6/5/2018 22:59,59.89,0.145,,1196,76.4,,0.524,0.026,
TOOK.IN.20180703,TOOK,7/3/2018 19:51,44.78,0.09,,1270,64.9,,1.092,0.042,
TOOK.IN.20180904,TOOK,9/4/2018 19:29,45.53,0.115,,872,59.2,,0.323,0.017,
TOOK.IN.20181002,TOOK,10/2/2018 17:48,99.07,0.268,,1120,82.7,,0.682,0.04,
TOOK.IN.20181106,TOOK,11/6/2018 21:01,41.5,0.115,,1945,147.8,,0.332,0.02,
TOOK.IN.20190528,TOOK,5/28/2019 20:10,26.16,0.063,,947,60.7,,0.356,0.018,
TOOK.IN.20190604,TOOK,6/4/2019 17:14,12.36,0.028,,943,55.3,,0.392,0.018,
TOOK.IN.20190611,TOOK,6/11/2019 19:35,20.89,0.045,,1109,60.7,,0.347,0.015,
TOOK.IN.20190709,TOOK,7/9/2019 20:27,55.77,0.102,,1611,72.6,,0.537,0.018,
TOOK.IN.20190806,TOOK,8/6/2019 19:50,119.95,0.26,,1091,61.1,,0.346,0.015,
TOOK.IN.20190903,TOOK,9/3/2019 22:51,104.52,0.242,,1014,61.5,,0.154,0.007,
TOOK.IN.20191001,TOOK,10/1/2019 17:29,105.21,0.285,,951,70.4,,0.33,0.019,
TOOK.IN.20200618,TOOK,6/18/2020 17:45,15.06,0.032,,1052,58.1,,0.343,0.015,
TOOK.IN.20200625,TOOK,6/25/2020 18:48,18.24,0.037,,1200,62,,0.368,0.015,
TOOK.IN.20200707,TOOK,7/7/2020 20:50,17.64,0.034,,1376,66.5,,0.411,0.015,
TOOK.IN.20200810,TOOK,8/10/2020 19:20,81.76,0.169,,576,30.2,,0.281,0.011,
TOOK.OT.20160910,TOOK,9/10/2016 17:52,35.88,0.085,,584,36.4,,0.555,0.027,
TOOK.OT.20170627,TOOK,6/27/2017 21:44,52.83,0.112,,616,33.3,,0.437,0.018,
TOOK.OT.20170704,TOOK,7/5/2017 5:33,48.69,0.093,,592,28,,0.373,0.013,
TOOK.OT.20170802,TOOK,8/2/2017 22:47,42.68,0.086,,897,45.5,,0.37,0.014,
TOOK.OT.20170905,TOOK,9/6/2017 0:11,42.3,0.098,,1159,70.2,,0.486,0.023,
TOOK.OT.20180605,TOOK,6/5/2018 22:22,55.89,0.142,,776,52.8,,0.477,0.026,
TOOK.OT.20180703,TOOK,7/3/2018 19:22,52.27,0.107,,874,45.3,,0.56,0.022,
TOOK.OT.20180904,TOOK,9/4/2018 19:03,28.02,0.067,,873,55.4,,0.441,0.022,
TOOK.OT.20181002,TOOK,10/2/2018 18:14,27.28,0.072,,902,64.5,,0.699,0.04,
TOOK.OT.20181106,TOOK,11/6/2018 19:27,20.17,0.055,,696,52.2,,0.436,0.026,
TOOK.OT.20190528,TOOK,5/29/2019 7:30,287.56,0.709,,1020,67,,0.301,0.016,
TOOK.OT.20190604,TOOK,6/4/2019 17:55,112.31,0.264,,1131,69.9,,0.347,0.017,
TOOK.OT.20190611,TOOK,6/11/2019 18:45,58.46,0.129,,645,36.7,,0.329,0.014,
TOOK.OT.20190709,TOOK,7/9/2019 19:45,44.43,0.08,,643,28.2,,0.4,0.013,
TOOK.OT.20190806,TOOK,8/6/2019 19:09,69.4,0.143,,656,34.5,,0.283,0.011,
TOOK.OT.20190903,TOOK,9/3/2019 22:08,40.08,0.094,,717,43.9,,0.134,0.006,
TOOK.OT.20191001,TOOK,10/1/2019 17:56,18.29,0.048,,572,40.6,,0.327,0.018,
TOOK.OT.20200618,TOOK,6/18/2020 22:21,46.24,0.11,,958,59.9,,0.301,0.015,
TOOK.OT.20200625,TOOK,6/25/2020 19:05,73.81,0.154,,940,50.8,,0.359,0.015,
TOOK.OT.20200707,TOOK,7/7/2020 23:40,43.14,0.086,,606,30.7,,0.435,0.017,
TOOK.OT.20200810,TOOK,8/10/2020 19:00,69.22,0.143,,499,26.2,,0.302,0.012,
WALK.SS.20160523,WALK,5/23/2016 14:11,13.44,0.024,,1265,57.6,,0.408,0.014,
WALK.SS.20160601,WALK,6/1/2016 14:00,20.77,0.036,,2467,106.8,,1.471,0.048,
WALK.SS.20160621,WALK,6/21/2016 15:15,32.72,0.056,,1811,76.3,,0.73,0.023,
WALK.SS.20160628,WALK,6/28/2016 13:30,35.72,0.061,,2561,107.1,,0.601,0.019,
WALK.SS.20160725,WALK,7/25/2016 14:30,48.62,0.079,,2992,118.9,,0.762,0.023,
WALK.SS.20160822,WALK,8/22/2016 13:45,53.25,0.09,,1999,83.2,,1.064,0.033,
WALK.SS.20160906,WALK,9/6/2016 13:00,58.84,0.099,,1989,82.6,,3.922,0.122,
WALK.SS.20160920,WALK,9/20/2016 13:45,61.32,0.103,,2799,116.1,,1.62,0.05,
WALK.SS.20161025,WALK,10/25/2016 13:30,36.4,0.068,,2235,105.3,,1.67,0.06,
WALK.SS.20161122,WALK,11/22/2016 14:00,25.98,0.055,,1570,86.5,,1.361,0.058,
WALK.SS.20161129,WALK,11/29/2016 14:00,43.64,0.083,,2531,122.8,,1.699,0.063,
WALK.SS.20161213,WALK,12/13/2016 14:30,17.19,0.034,,1502,77.2,,1.589,0.063,
WALK.SS.20170116,WALK,1/16/2017 14:15,19.1,0.036,,609,28.7,,0.378,0.014,
WALK.SS.20170124,WALK,1/24/2017 14:45,16.58,0.032,,899,44.2,,0.349,0.013,
WALK.SS.20170130,WALK,1/30/2017 14:45,10.22,0.021,,497,26.9,,0.312,0.013,
WALK.SS.20170213,WALK,2/13/2017 15:00,11.23,0.023,,862,44.8,,0.523,0.021,
WALK.SS.20170221,WALK,2/21/2017 17:00,16.21,0.03,,859,40,,0.661,0.023,
WALK.SS.20170227,WALK,2/27/2017 16:00,13.75,0.027,,744,38.4,,0.422,0.017,
WALK.SS.20170306,WALK,3/6/2017 17:00,11.35,0.021,,1721,81,,1.452,0.052,
WALK.SS.20170321,WALK,3/21/2017 12:30,12.5,0.024,,1088,53.7,,0.917,0.035,
